seq,event_ts,ingest_ts,asset_id,lat,lon,speed_mph,heading_deg,shipment_ref,geofence_id,geofence_event
2,2026-01-07T01:00:00.000Z,2026-01-07T01:00:00.000Z,TRK-1007,32.642596,-96.864864,61,41,SHIP-103,,
2,2026-01-07T01:00:00.000Z,2026-01-07T01:15:00.000Z,TRK-1008,32.642596,-96.864864,53,116,SHIP-104,,
2,2026-01-07T01:00:00.000Z,2026-01-07T01:06:00.000Z,TRK-1009,32.888820833333334,-96.826975,62,306,SHIP-105,,
2,2026-01-07T01:00:00.000Z,2026-01-07T01:10:00.000Z,TRK-1010,32.888820833333334,-96.826975,48,56,SHIP-106,,
2,2026-01-07T01:00:00.000Z,2026-01-07T01:05:00.000Z,TRK-1011,32.888820833333334,-96.826975,49,83,SHIP-107,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:06:00.000Z,TRK-1000,32.78790909090909,-96.77909090909091,54,242,,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:06:00.000Z,TRK-1001,32.78790909090909,-96.77909090909091,61,17,SHIP-97,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:12:00.000Z,TRK-1002,32.78790909090909,-96.77909090909091,60,12,SHIP-98,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:04:00.000Z,TRK-1003,32.535396,-96.682824,50,6,SHIP-99,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:01:00.000Z,TRK-1004,32.535396,-96.682824,60,32,SHIP-100,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:03:00.000Z,TRK-1006,32.508492,-96.932728,47,317,SHIP-102,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:06:00.000Z,TRK-1007,32.508492,-96.932728,46,302,SHIP-103,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:10:00.000Z,TRK-1008,32.508492,-96.932728,53,118,SHIP-104,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:00:00.000Z,TRK-1009,33.00094166666666,-96.85695,53,306,SHIP-105,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:14:00.000Z,TRK-1010,33.00094166666666,-96.85695,62,137,,,
3,2026-01-07T02:00:00.000Z,2026-01-07T02:05:00.000Z,TRK-1011,33.00094166666666,-96.85695,46,326,SHIP-107,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:04:00.000Z,TRK-1000,32.793513636363635,-96.77013636363635,52,136,SHIP-96,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:05:00.000Z,TRK-1001,32.793513636363635,-96.77013636363635,45,211,SHIP-97,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:15:00.000Z,TRK-1002,32.793513636363635,-96.77013636363635,56,317,SHIP-98,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:10:00.000Z,TRK-1003,32.414744,-96.625736,49,1,SHIP-99,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:12:00.000Z,TRK-1005,32.414744,-96.625736,59,289,,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:11:00.000Z,TRK-1006,32.374387999999996,-97.000592,59,91,SHIP-102,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:08:00.000Z,TRK-1007,32.374387999999996,-97.000592,46,131,,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:08:00.000Z,TRK-1008,32.374387999999996,-97.000592,45,288,SHIP-104,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:15:00.000Z,TRK-1009,33.1130625,-96.88692499999999,57,268,SHIP-105,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:01:00.000Z,TRK-1010,33.1130625,-96.88692499999999,50,271,SHIP-106,,
4,2026-01-07T03:00:00.000Z,2026-01-07T03:15:00.000Z,TRK-1011,33.1130625,-96.88692499999999,54,263,SHIP-107,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:15:00.000Z,TRK-1000,32.79911818181818,-96.76118181818181,47,142,SHIP-96,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:06:00.000Z,TRK-1001,32.79911818181818,-96.76118181818181,47,95,SHIP-97,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:11:00.000Z,TRK-1002,32.79911818181818,-96.76118181818181,55,96,SHIP-98,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:01:00.000Z,TRK-1003,32.294092,-96.568648,60,18,,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:00:00.000Z,TRK-1004,32.294092,-96.568648,51,180,,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:10:00.000Z,TRK-1005,32.294092,-96.568648,61,309,SHIP-101,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:04:00.000Z,TRK-1006,32.240283999999996,-97.068456,58,87,SHIP-102,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:03:00.000Z,TRK-1007,32.240283999999996,-97.068456,62,314,SHIP-103,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:13:00.000Z,TRK-1008,32.240283999999996,-97.068456,46,197,SHIP-104,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:13:00.000Z,TRK-1009,33.225183333333334,-96.9169,57,344,SHIP-105,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:12:00.000Z,TRK-1010,33.225183333333334,-96.9169,50,352,,,
5,2026-01-07T04:00:00.000Z,2026-01-07T04:15:00.000Z,TRK-1011,33.225183333333334,-96.9169,62,102,SHIP-107,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:03:00.000Z,TRK-1000,32.804722727272726,-96.75222727272727,55,116,SHIP-96,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:15:00.000Z,TRK-1001,32.804722727272726,-96.75222727272727,56,203,SHIP-97,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:12:00.000Z,TRK-1002,32.804722727272726,-96.75222727272727,62,337,,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:13:00.000Z,TRK-1003,32.17344,-96.51156,53,337,SHIP-99,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:00:00.000Z,TRK-1004,32.17344,-96.51156,58,39,SHIP-100,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:07:00.000Z,TRK-1005,32.17344,-96.51156,49,268,SHIP-101,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:02:00.000Z,TRK-1007,32.106179999999995,-97.13632,61,14,SHIP-103,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:12:00.000Z,TRK-1008,32.106179999999995,-97.13632,58,29,SHIP-104,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:07:00.000Z,TRK-1009,33.33730416666666,-96.946875,51,219,SHIP-105,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:10:00.000Z,TRK-1010,33.33730416666666,-96.946875,47,31,SHIP-106,,
6,2026-01-07T05:00:00.000Z,2026-01-07T05:08:00.000Z,TRK-1011,33.33730416666666,-96.946875,59,152,SHIP-107,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:07:00.000Z,TRK-1000,32.81032727272727,-96.74327272727272,51,134,,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:03:00.000Z,TRK-1001,32.81032727272727,-96.74327272727272,51,311,SHIP-97,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:10:00.000Z,TRK-1002,32.81032727272727,-96.74327272727272,60,319,SHIP-98,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:00:00.000Z,TRK-1003,32.052788,-96.454472,61,312,SHIP-99,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:12:00.000Z,TRK-1004,32.052788,-96.454472,49,245,SHIP-100,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:13:00.000Z,TRK-1005,32.052788,-96.454472,46,279,SHIP-101,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:14:00.000Z,TRK-1006,31.972075999999998,-97.204184,49,40,SHIP-102,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:07:00.000Z,TRK-1007,31.972075999999998,-97.204184,61,113,SHIP-103,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:08:00.000Z,TRK-1008,31.972075999999998,-97.204184,48,145,SHIP-104,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:01:00.000Z,TRK-1009,33.449425,-96.97685,54,146,SHIP-105,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:15:00.000Z,TRK-1010,33.449425,-96.97685,60,335,SHIP-106,,
7,2026-01-07T06:00:00.000Z,2026-01-07T06:10:00.000Z,TRK-1011,33.449425,-96.97685,56,7,SHIP-107,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:03:00.000Z,TRK-1000,32.81593181818182,-96.73431818181818,53,124,SHIP-96,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:05:00.000Z,TRK-1001,32.81593181818182,-96.73431818181818,51,102,SHIP-97,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:09:00.000Z,TRK-1002,32.81593181818182,-96.73431818181818,55,289,SHIP-98,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:13:00.000Z,TRK-1003,31.932136,-96.397384,46,63,,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:14:00.000Z,TRK-1004,31.932136,-96.397384,45,97,SHIP-100,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:04:00.000Z,TRK-1005,31.932136,-96.397384,46,139,SHIP-101,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:09:00.000Z,TRK-1006,31.837971999999997,-97.272048,54,41,,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:00:00.000Z,TRK-1007,31.837971999999997,-97.272048,45,62,SHIP-103,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:02:00.000Z,TRK-1008,31.837971999999997,-97.272048,56,229,,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:13:00.000Z,TRK-1009,33.561545833333334,-97.00682499999999,46,176,,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:05:00.000Z,TRK-1010,33.561545833333334,-97.00682499999999,48,41,SHIP-106,,
8,2026-01-07T07:00:00.000Z,2026-01-07T07:11:00.000Z,TRK-1011,33.561545833333334,-97.00682499999999,50,59,SHIP-107,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:00:00.000Z,TRK-1000,32.82153636363636,-96.72536363636364,52,352,,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:02:00.000Z,TRK-1001,32.82153636363636,-96.72536363636364,46,234,,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:11:00.000Z,TRK-1002,32.82153636363636,-96.72536363636364,61,110,SHIP-98,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:13:00.000Z,TRK-1003,31.811484,-96.340296,55,196,SHIP-99,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:07:00.000Z,TRK-1004,31.811484,-96.340296,47,255,,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:02:00.000Z,TRK-1005,31.811484,-96.340296,48,69,SHIP-101,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:02:00.000Z,TRK-1006,31.703868,-97.339912,46,261,SHIP-102,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:07:00.000Z,TRK-1008,31.703868,-97.339912,48,114,SHIP-104,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:01:00.000Z,TRK-1009,33.67366666666666,-97.0368,60,147,SHIP-105,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:14:00.000Z,TRK-1010,33.67366666666666,-97.0368,61,203,SHIP-106,,
9,2026-01-07T08:00:00.000Z,2026-01-07T08:14:00.000Z,TRK-1011,33.67366666666666,-97.0368,51,85,SHIP-107,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:12:00.000Z,TRK-1000,32.82714090909091,-96.71640909090908,50,260,SHIP-96,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:10:00.000Z,TRK-1001,32.82714090909091,-96.71640909090908,51,207,,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:00:00.000Z,TRK-1002,32.82714090909091,-96.71640909090908,55,160,SHIP-98,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:00:00.000Z,TRK-1003,31.690832,-96.283208,59,98,,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:13:00.000Z,TRK-1005,31.690832,-96.283208,56,35,,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:02:00.000Z,TRK-1006,31.569764,-97.407776,59,172,SHIP-102,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:03:00.000Z,TRK-1007,31.569764,-97.407776,48,63,SHIP-103,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:07:00.000Z,TRK-1008,31.569764,-97.407776,45,1,,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:14:00.000Z,TRK-1009,33.7857875,-97.066775,58,75,SHIP-105,,
10,2026-01-07T09:00:00.000Z,2026-01-07T09:09:00.000Z,TRK-1011,33.7857875,-97.066775,48,212,,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:10:00.000Z,TRK-1000,32.83274545454545,-96.70745454545454,62,153,,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:08:00.000Z,TRK-1002,32.83274545454545,-96.70745454545454,62,174,SHIP-98,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:11:00.000Z,TRK-1003,31.57018,-96.22612,51,191,SHIP-99,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:03:00.000Z,TRK-1004,31.57018,-96.22612,46,116,SHIP-100,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:08:00.000Z,TRK-1005,31.57018,-96.22612,56,108,SHIP-101,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:06:00.000Z,TRK-1006,31.43566,-97.47564,45,342,SHIP-102,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:07:00.000Z,TRK-1007,31.43566,-97.47564,55,60,SHIP-103,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:03:00.000Z,TRK-1008,31.43566,-97.47564,55,23,SHIP-104,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:03:00.000Z,TRK-1009,33.89790833333333,-97.09675,60,66,SHIP-105,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:01:00.000Z,TRK-1010,33.89790833333333,-97.09675,54,291,SHIP-106,,
11,2026-01-07T10:00:00.000Z,2026-01-07T10:02:00.000Z,TRK-1011,33.89790833333333,-97.09675,52,263,SHIP-107,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:02:00.000Z,TRK-1000,32.83835,-96.6985,59,103,SHIP-96,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:00:00.000Z,TRK-1001,32.83835,-96.6985,62,61,SHIP-97,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:00:00.000Z,TRK-1003,31.449528,-96.169032,53,271,,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:06:00.000Z,TRK-1004,31.449528,-96.169032,59,54,SHIP-100,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:05:00.000Z,TRK-1005,31.449528,-96.169032,60,214,SHIP-101,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:00:00.000Z,TRK-1007,31.301555999999998,-97.543504,60,78,SHIP-103,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:05:00.000Z,TRK-1008,31.301555999999998,-97.543504,49,127,SHIP-104,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:06:00.000Z,TRK-1009,34.01002916666666,-97.126725,53,280,,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:11:00.000Z,TRK-1010,34.01002916666666,-97.126725,47,90,,,
12,2026-01-07T11:00:00.000Z,2026-01-07T11:12:00.000Z,TRK-1011,34.01002916666666,-97.126725,58,279,SHIP-107,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:14:00.000Z,TRK-1000,32.843954545454544,-96.68954545454545,51,108,SHIP-96,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:10:00.000Z,TRK-1001,32.843954545454544,-96.68954545454545,45,18,SHIP-97,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:07:00.000Z,TRK-1002,32.843954545454544,-96.68954545454545,61,184,SHIP-98,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:02:00.000Z,TRK-1003,31.328876,-96.111944,48,173,SHIP-99,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:11:00.000Z,TRK-1004,31.328876,-96.111944,59,358,SHIP-100,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:08:00.000Z,TRK-1005,31.328876,-96.111944,50,355,SHIP-101,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:03:00.000Z,TRK-1006,31.167451999999997,-97.611368,47,328,,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:15:00.000Z,TRK-1007,31.167451999999997,-97.611368,53,221,SHIP-103,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:10:00.000Z,TRK-1008,31.167451999999997,-97.611368,51,27,,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:11:00.000Z,TRK-1009,34.12215,-97.1567,60,146,SHIP-105,,
13,2026-01-07T12:00:00.000Z,2026-01-07T12:07:00.000Z,TRK-1010,34.12215,-97.1567,61,311,SHIP-106,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:03:00.000Z,TRK-1000,32.84955909090909,-96.68059090909091,58,30,SHIP-96,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:09:00.000Z,TRK-1001,32.84955909090909,-96.68059090909091,60,22,,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:13:00.000Z,TRK-1002,32.84955909090909,-96.68059090909091,47,28,SHIP-98,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:15:00.000Z,TRK-1003,31.208223999999998,-96.054856,51,103,SHIP-99,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:10:00.000Z,TRK-1004,31.208223999999998,-96.054856,51,20,,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:06:00.000Z,TRK-1005,31.208223999999998,-96.054856,61,9,SHIP-101,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:01:00.000Z,TRK-1006,31.033348,-97.679232,53,218,SHIP-102,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:11:00.000Z,TRK-1007,31.033348,-97.679232,45,323,SHIP-103,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:06:00.000Z,TRK-1008,31.033348,-97.679232,59,224,SHIP-104,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:10:00.000Z,TRK-1009,34.23427083333333,-97.18667500000001,47,56,SHIP-105,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:09:00.000Z,TRK-1010,34.23427083333333,-97.18667500000001,62,147,SHIP-106,,
14,2026-01-07T13:00:00.000Z,2026-01-07T13:12:00.000Z,TRK-1011,34.23427083333333,-97.18667500000001,45,19,SHIP-107,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:10:00.000Z,TRK-1000,32.855163636363635,-96.67163636363635,48,217,SHIP-96,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:05:00.000Z,TRK-1001,32.855163636363635,-96.67163636363635,55,288,SHIP-97,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:01:00.000Z,TRK-1002,32.855163636363635,-96.67163636363635,46,41,,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:05:00.000Z,TRK-1003,31.087571999999998,-95.997768,62,273,,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:07:00.000Z,TRK-1004,31.087571999999998,-95.997768,61,176,,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:15:00.000Z,TRK-1005,31.087571999999998,-95.997768,61,52,SHIP-101,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:00:00.000Z,TRK-1006,30.899244,-97.747096,58,328,,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:10:00.000Z,TRK-1007,30.899244,-97.747096,62,328,SHIP-103,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:01:00.000Z,TRK-1008,30.899244,-97.747096,57,203,,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:02:00.000Z,TRK-1009,34.34639166666666,-97.21665,48,337,SHIP-105,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:12:00.000Z,TRK-1010,34.34639166666666,-97.21665,57,264,SHIP-106,,
15,2026-01-07T14:00:00.000Z,2026-01-07T14:15:00.000Z,TRK-1011,34.34639166666666,-97.21665,62,295,SHIP-107,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:13:00.000Z,TRK-1000,32.86076818181818,-96.66268181818181,60,44,SHIP-96,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:02:00.000Z,TRK-1001,32.86076818181818,-96.66268181818181,62,231,SHIP-97,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:09:00.000Z,TRK-1003,30.96692,-95.94068,51,313,SHIP-99,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:04:00.000Z,TRK-1004,30.96692,-95.94068,54,188,SHIP-100,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:15:00.000Z,TRK-1005,30.96692,-95.94068,45,193,SHIP-101,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:01:00.000Z,TRK-1006,30.76514,-97.81496,58,167,,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:00:00.000Z,TRK-1007,30.76514,-97.81496,54,32,SHIP-103,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:13:00.000Z,TRK-1008,30.76514,-97.81496,51,95,SHIP-104,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:10:00.000Z,TRK-1009,34.4585125,-97.246625,56,207,SHIP-105,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:12:00.000Z,TRK-1010,34.4585125,-97.246625,60,315,SHIP-106,,
16,2026-01-07T15:00:00.000Z,2026-01-07T15:15:00.000Z,TRK-1011,34.4585125,-97.246625,49,352,SHIP-107,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:12:00.000Z,TRK-1000,32.866372727272726,-96.65372727272727,48,304,,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:14:00.000Z,TRK-1001,32.866372727272726,-96.65372727272727,58,0,,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:11:00.000Z,TRK-1002,32.866372727272726,-96.65372727272727,55,256,,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:00:00.000Z,TRK-1003,30.846268,-95.883592,47,238,SHIP-99,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:00:00.000Z,TRK-1004,30.846268,-95.883592,57,291,SHIP-100,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:03:00.000Z,TRK-1005,30.846268,-95.883592,48,214,SHIP-101,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:04:00.000Z,TRK-1006,30.631035999999998,-97.882824,61,5,SHIP-102,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:08:00.000Z,TRK-1007,30.631035999999998,-97.882824,49,129,,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:04:00.000Z,TRK-1008,30.631035999999998,-97.882824,47,247,,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:08:00.000Z,TRK-1009,34.57063333333333,-97.2766,51,298,SHIP-105,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:01:00.000Z,TRK-1010,34.57063333333333,-97.2766,50,332,SHIP-106,,
17,2026-01-07T16:00:00.000Z,2026-01-07T16:02:00.000Z,TRK-1011,34.57063333333333,-97.2766,56,231,SHIP-107,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:15:00.000Z,TRK-1000,32.87197727272727,-96.64477272727272,46,297,SHIP-96,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:14:00.000Z,TRK-1001,32.87197727272727,-96.64477272727272,49,26,SHIP-97,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:11:00.000Z,TRK-1002,32.87197727272727,-96.64477272727272,59,228,,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:11:00.000Z,TRK-1003,30.725616,-95.826504,60,345,,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:00:00.000Z,TRK-1004,30.725616,-95.826504,52,86,SHIP-100,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:07:00.000Z,TRK-1005,30.725616,-95.826504,46,304,SHIP-101,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:00:00.000Z,TRK-1006,30.496931999999997,-97.950688,55,230,SHIP-102,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:12:00.000Z,TRK-1007,30.496931999999997,-97.950688,62,147,SHIP-103,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:01:00.000Z,TRK-1008,30.496931999999997,-97.950688,58,1,SHIP-104,,
